LoanNumber,DateApproved,SBAOfficeCode,ProcessingMethod,BorrowerName,BorrowerAddress,BorrowerCity,BorrowerState,BorrowerZip,LoanStatusDate,LoanStatus,Term,SBAGuarantyPercentage,InitialApprovalAmount,CurrentApprovalAmount,UndisbursedAmount,FranchiseName,ServicingLenderLocationID,ServicingLenderName,ServicingLenderAddress,ServicingLenderCity,ServicingLenderState,ServicingLenderZip,RuralUrbanIndicator,HubzoneIndicator,LMIIndicator,BusinessAgeDescription,ProjectCity,ProjectCountyName,ProjectState,ProjectZip,CD,JobsReported,NAICSCode,Race,Ethnicity,UTILITIES_PROCEED,PAYROLL_PROCEED,MORTGAGE_INTEREST_PROCEED,RENT_PROCEED,REFINANCE_EIDL_PROCEED,HEALTH_CARE_PROCEED,DEBT_INTEREST_PROCEED,BusinessType,OriginatingLenderLocationID,OriginatingLender,OriginatingLenderCity,OriginatingLenderState,Gender,Veteran,NonProfit,ForgivenessAmount,ForgivenessDate
3293278302,01/21/2021,671,PPS,APRES MANAGEMENT INC,931 Pheasant Valley Dr Unit 200,Missouri City,TX,77489-1323,10/16/2021,Paid in Full,60,100,1509265.0,1509265.0,0.0,,26378,"Sunflower Bank, National Association","1400 16th St, Ste 250",DENVER,CO,80202-1472,U,N,N,Existing or more than 2 years old,Missouri City,FORT BEND,TX,77489-1323,TX-09,165.0,236220.0,Unanswered,Not Hispanic or Latino,1.0,1509261.0,,,,,,Corporation,26378,"Sunflower Bank, National Association",DENVER,CO,Male Owned,Non-Veteran,,1518739.83,09/22/2021
9145248702,04/08/2021,920,PPS,PACIFIC SYMPHONY,17620 Fitch Ste 100,Irvine,CA,92614-6022,04/24/2021,Paid in Full,60,100,2000000.0,2000000.0,0.0,,119918,East West Bank,"135 N Los Robles Ave, 7th Fl",PASADENA,CA,91101-4525,U,N,N,Existing or more than 2 years old,Irvine,ORANGE,CA,92614-6022,CA-45,250.0,711190.0,Unanswered,Unknown/NotStated,1.0,1999996.0,,,,,,Non-Profit Organization,119918,East West Bank,PASADENA,CA,Unanswered,Unanswered,Y,2022166.67,05/19/2022
2564507301,04/29/2020,491,PPP,MTL PARTNERS,101 Towne Center Blvd,Sanford,FL,32771,08/05/2021,Paid in Full,24,100,287600.0,287600.0,0.0,,2408,Regions Bank,1900 Fifth Avenue North,BIRMINGHAM,AL,35203,U,N,N,Existing or more than 2 years old,Sanford,SEMINOLE,FL,32771-0001,FL-07,20.0,442110.0,Unanswered,Unknown/NotStated,,287600.0,,,,,,Limited  Liability Company(LLC),2408,Regions Bank,BIRMINGHAM,AL,Unanswered,Unanswered,,279143.91,11/20/2020
5405737100,04/13/2020,470,PPP,"PROMATURA GROUP, LLC",19 COUNTY ROAD 168,OXFORD,MS,38655,04/20/2021,Paid in Full,24,100,437707.5,437707.5,0.0,,39848,Cadence Bank,201 S Spring St,TUPELO,MS,38804-4811,R,Y,N,Existing or more than 2 years old,OXFORD,LAFAYETTE,MS,38655-0001,MS-01,37.0,541910.0,Unanswered,Unknown/NotStated,,437707.5,,,,,,Limited  Liability Company(LLC),39848,Cadence Bank,TUPELO,MS,Unanswered,Unanswered,,441695.5,03/17/2021
1459017202,04/15/2020,920,PPP,"XLR8 SERVICES, INC.",1020 CALLE,SAN CLEMENTE,CA,92673,02/25/2021,Paid in Full,24,100,612760.0,612760.0,0.0,,53803,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,N,N,Existing or more than 2 years old,SAN CLEMENTE,ORANGE,CA,92673-0010,CA-49,47.0,334418.0,Unanswered,Not Hispanic or Latino,,612760.0,,,,,,Subchapter S Corporation,53803,"U.S. Bank, National Association",CINCINNATI,OH,Male Owned,Non-Veteran,,617611.02,01/28/2021
7255467704,05/01/2020,944,PPP,NEVADA POOLS INC.,5581 CAMERON ST,LAS VEGAS,NV,89118,08/17/2021,Paid in Full,24,100,234672.0,234672.0,0.0,,53803,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,Y,N,Existing or more than 2 years old,LAS VEGAS,CLARK,NV,89118-0100,NV-01,23.0,238990.0,Unanswered,Unknown/NotStated,,234672.0,,,,,,Corporation,53803,"U.S. Bank, National Association",CINCINNATI,OH,Unanswered,Unanswered,,237566.29,07/26/2021
9489227105,04/15/2020,304,PPP,BETTER CARE FAMILY HOMES INC,PO Box 8104,SUFFOLK,VA,23438,09/22/2021,Paid in Full,24,100,200900.0,200900.0,0.0,,123548,Towne Bank,5716 High St West,PORTSMOUTH,VA,23703-4502,U,N,N,Existing or more than 2 years old,SUFFOLK,SUFFOLK CITY,VA,23438-0001,VA-04,41.0,623110.0,Unanswered,Unknown/NotStated,,200900.0,,,,,,Subchapter S Corporation,123548,Towne Bank,PORTSMOUTH,VA,Unanswered,Unanswered,,203567.51,08/19/2021
1432997105,04/10/2020,681,PPP,"GKSD ANDERSON LANE, LLC",3010 ANDERSON LN Suite D,AUSTIN,TX,78757-1021,01/11/2022,Paid in Full,24,100,459100.0,459100.0,0.0,,465852,R Bank,3600 E Palm Valley Blvd,ROUND ROCK,TX,78665-3320,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78757-1021,TX-10,81.0,722511.0,Unanswered,Unknown/NotStated,,459100.0,,,,,,Limited  Liability Company(LLC),465852,R Bank,ROUND ROCK,TX,Unanswered,Unanswered,,253326.73,08/12/2021
3054877301,04/29/2020,680,PPP,TMARK ENTERPRISES INC,5553 S PEORIA AVE,TULSA,OK,74105-6800,,Exemption 4,9,100,150000.0,150000.0,0.0,,59064,First Liberty Bank,9601 N May Ave,OKLAHOMA CITY,OK,73120-2710,U,Y,Y,New Business or 2 years or less,TULSA,TULSA,OK,74105-6800,OK-01,20.0,531390.0,Unanswered,Unknown/NotStated,,150000.0,,,,,,Corporation,59064,First Liberty Bank,OKLAHOMA CITY,OK,Unanswered,Unanswered,,,
5895417710,05/01/2020,610,PPP,"GFO HOME, LLC",2750 BURBANK ST,DALLAS,TX,75235-2603,01/21/2021,Paid in Full,24,100,468565.0,468565.0,0.0,,9551,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,New Business or 2 years or less,DALLAS,DALLAS,TX,75235-2603,TX-30,28.0,551112.0,Unanswered,Unknown/NotStated,,468565.0,,,,,,Limited  Liability Company(LLC),9551,"Bank of America, National Association",CHARLOTTE,NC,Unanswered,Unanswered,,471543.28,12/22/2020
8860378308,01/30/2021,671,PPS,FULSHEAR MONTESSORI LLC,4802 FM 1463 Rd,Fulshear,TX,77494-5062,,Exemption 4,60,100,202759.8,202759.8,0.0,,454766,Third Coast Bank SSB,"20202 Hwy 59 North, Ste 190",HUMBLE,TX,77338-2403,U,N,N,Existing or more than 2 years old,Fulshear,FORT BEND,TX,77494-5062,TX-22,39.0,611110.0,Unanswered,Unknown/NotStated,1.0,202754.8,,,,,,Limited  Liability Company(LLC),454766,Third Coast Bank SSB,HUMBLE,TX,Unanswered,Unanswered,,205598.44,07/01/2022
1378318508,02/18/2021,912,PPS,PASTOR OF ST VINCENT FERRER PARISH VALLEJO,816 Santa Clara St,Vallejo,CA,94590-5489,03/17/2022,Paid in Full,60,100,359300.0,359300.0,0.0,,96797,Notre Dame FCU,1828 Moreau Dr,NOTRE DAME,IN,46556,U,Y,Y,Existing or more than 2 years old,Vallejo,SOLANO,CA,94590-5489,CA-05,23.0,813110.0,Unanswered,Unknown/NotStated,1.0,359296.0,,,,,,Non-Profit Organization,96797,Notre Dame FCU,NOTRE DAME,IN,Unanswered,Unanswered,Y,363052.69,03/03/2022
2595948303,01/21/2021,768,PPS,NIEBLING AUTO BODY INC.,4111 Meramec St,Saint Louis,MO,63116-2517,12/09/2021,Paid in Full,60,100,187000.0,187000.0,0.0,,41202,Bank Star,1999 W Osage,PACIFIC,MO,63069-1124,U,Y,Y,Existing or more than 2 years old,Saint Louis,SAINT LOUIS CITY,MO,63116-2517,MO-01,11.0,811121.0,Unanswered,Unknown/NotStated,1.0,186997.0,,,,,,Corporation,41202,Bank Star,PACIFIC,MO,Unanswered,Unanswered,,188362.79,10/26/2021
9707108502,03/12/2021,1013,PPP,E. THONGIN DMD PS,1418 164th St SW Ste 100,Lynnwood,WA,98087-8500,04/12/2022,Paid in Full,60,100,519224.37,519224.37,0.0,,107747,Sound CU,1331 Broadway,TACOMA,WA,98402-3410,U,N,N,Existing or more than 2 years old,Lynnwood,SNOHOMISH,WA,98087-8500,WA-02,23.0,621210.0,Unanswered,Unknown/NotStated,,519224.37,,,,,,Corporation,107747,Sound CU,TACOMA,WA,Male Owned,Unanswered,,524132.11,03/07/2022
5592617006,04/05/2020,914,PPP,SANTA MONICA YOUNG MEN'S CHRISTIAN ASSOCIATION,1332 6th Street,SANTA MONICA,CA,90401-1604,04/14/2021,Paid in Full,24,100,392900.0,392900.0,0.0,,323687,Commercial Bank of California,"19752 MacArthur Blvd, Ste 100",IRVINE,CA,92612-2409,U,N,N,Existing or more than 2 years old,SANTA MONICA,LOS ANGELES,CA,90401-1604,CA-33,155.0,624190.0,Unanswered,Not Hispanic or Latino,98225.0,294675.0,,,,,,Non-Profit Organization,323687,Commercial Bank of California,IRVINE,CA,Female Owned,Non-Veteran,Y,396247.72,03/05/2021
7931028606,03/24/2021,235,PPS,ABC MANDARIN GOURMET INC,269 New York Ave,Huntington,NY,11743-3581,,Exemption 4,60,100,154504.0,154504.0,0.0,,29805,"TD Bank, National Association",2035 Limestone Rd,WILMINGTON,DE,19808-5529,U,N,N,Existing or more than 2 years old,Huntington,SUFFOLK,NY,11743-3581,NY-03,21.0,722511.0,Unanswered,Unknown/NotStated,1.0,154502.0,,,,,,Corporation,29805,"TD Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,,,
6379887208,04/28/2020,373,PPP,LOYOLA RETREAT HOUSE INC.,9270 Loyola Retreat Rd,FAULKNER,MD,20632-0009,03/09/2021,Paid in Full,24,100,179275.0,179275.0,0.0,,75497,"WesBanco Bank, Inc.",1 Bank Plz,WHEELING,WV,26003-3543,U,N,N,Existing or more than 2 years old,FAULKNER,CHARLES,MD,20632-0009,MD-05,22.0,813110.0,Unanswered,Unknown/NotStated,,179275.0,,,,,,Non-Profit Organization,75497,"WesBanco Bank, Inc.",WHEELING,WV,Unanswered,Unanswered,Y,180674.82,02/17/2021
4816687000,04/04/2020,766,PPP,IES ELECTRIC INC.,3901 N 69th Street,LINCOLN,NE,68507-1912,12/18/2020,Paid in Full,24,100,386300.0,386300.0,0.0,,42290,Union Bank and Trust Company,3643 S 48th St,LINCOLN,NE,68506-4341,U,Y,Y,Existing or more than 2 years old,LINCOLN,LANCASTER,NE,68507-1912,NE-01,30.0,238210.0,White,Unknown/NotStated,,386300.0,,,,,,Subchapter S Corporation,42290,Union Bank and Trust Company,LINCOLN,NE,Unanswered,Unanswered,,388564.15,11/12/2020
3636507110,04/11/2020,912,PPP,SAN FRANCISCO WOMEN&#39;S CENTER,"3543 18th Street, Suite 8",San Francisco,CA,94110-1195,06/25/2021,Paid in Full,24,100,168000.0,168000.0,0.0,,458339,Self-Help FCU,301 W Main St,DURHAM,NC,27701-3215,U,N,N,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94110-1195,CA-12,21.0,624190.0,Unanswered,Unknown/NotStated,,168000.0,,,,,,Non-Profit Organization,458339,Self-Help FCU,DURHAM,NC,Unanswered,Unanswered,Y,169836.49,05/25/2021
8100968403,02/12/2021,455,PPS,JADE HOLDINGS GROUP,4300 N University Dr Ste A20,Sunrise,FL,33351-6249,12/21/2021,Paid in Full,60,100,321887.0,321887.0,0.0,,29805,"TD Bank, National Association",2035 Limestone Rd,WILMINGTON,DE,19808-5529,U,N,N,Existing or more than 2 years old,Sunrise,BROWARD,FL,33351-6249,FL-20,21.0,621512.0,Unanswered,Unknown/NotStated,1.0,321884.0,,,,,,Limited  Liability Company(LLC),29805,"TD Bank, National Association",WILMINGTON,DE,Male Owned,Non-Veteran,,324310.09,11/17/2021
6237848502,03/03/2021,681,PPS,LENOIR RESTAURANT LLC,1807 S 1st St,Austin,TX,78704-4251,01/08/2022,Paid in Full,60,100,217504.0,217504.0,0.0,,69225,"American Bank, National Association",5120 S. Padre Island Dr,CORPUS CHRISTI,TX,78411-4208,U,Y,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78704-4251,TX-21,16.0,722511.0,White,Not Hispanic or Latino,1.0,217501.0,,,,,,Limited  Liability Company(LLC),69225,"American Bank, National Association",CORPUS CHRISTI,TX,Female Owned,Non-Veteran,,219225.91,12/15/2021
1866327710,05/01/2020,202,PPP,"SLEEPING GIANT NY, LLC",415 LAFAYETTE ST FL 2,NEW YORK,NY,10003,09/30/2021,Paid in Full,24,100,188157.0,188157.0,0.0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,NEW YORK,NEW YORK,NY,10003-0001,NY-12,120.0,722410.0,White,Not Hispanic or Latino,2000.0,164515.0,,21642.0,,,,Limited  Liability Company(LLC),48270,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Male Owned,Non-Veteran,,190477.29,07/29/2021
3392588710,03/31/2021,373,PPS,KEY INVESTMENT GROUP LLC,1777 Reisterstown Rd Ste 363,Pikesville,MD,21208-1393,02/18/2022,Paid in Full,60,100,499874.25,499874.25,0.0,,225134,Truist Bank,214 N Tryon St,CHARLOTTE,NC,28202-1078,U,N,N,Existing or more than 2 years old,Pikesville,BALTIMORE,MD,21208-1393,MD-03,28.0,453998.0,Unanswered,Unknown/NotStated,1.0,499871.25,,,,,,Limited  Liability Company(LLC),225134,Truist Bank,CHARLOTTE,NC,Unanswered,Unanswered,,503595.54,01/03/2022
5708107009,04/06/2020,680,PPP,UNITED TRENCHING,5506 STEWART DRIVE,MUSTANG,OK,73064-9400,04/08/2021,Paid in Full,24,100,215500.0,215500.0,0.0,,112722,BancFirst,"100 N Broadway Ave, Ste 1000",OKLAHOMA CITY,OK,73102-8405,U,N,N,Existing or more than 2 years old,MUSTANG,CANADIAN,OK,73064-9400,OK-03,18.0,237990.0,Unanswered,Unknown/NotStated,,215500.0,,,,,,Subchapter S Corporation,112722,BancFirst,OKLAHOMA CITY,OK,Unanswered,Unanswered,,217584.15,03/29/2021
6763417310,04/30/2020,1013,PPP,"PROFORMANCE REHAB, INC",2815 EASTLAKE AVE E,SEATTLE,WA,98102-3086,02/24/2021,Paid in Full,24,100,161202.0,161202.0,0.0,,223542,Celtic Bank Corporation,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111-5314,U,N,N,Existing or more than 2 years old,SEATTLE,KING,WA,98102-3086,WA-07,14.0,621340.0,Unanswered,Unknown/NotStated,,161202.0,,,,,,Corporation,223542,Celtic Bank Corporation,SALT LAKE CITY,UT,Unanswered,Unanswered,,153123.67,12/17/2020
1494037203,04/15/2020,988,PPP,KINSER GROUP LLC,3857 TANGLEWOOD DR,PHOENIX,AZ,85048-7317,02/10/2021,Paid in Full,24,100,227800.0,227800.0,0.0,,57811,First Financial Bank,255 E Fifth St Ste 700,CINCINNATI,OH,45202-4700,U,N,N,Existing or more than 2 years old,PHOENIX,MARICOPA,AZ,85048-7317,AZ-09,19.0,721110.0,Unanswered,Unknown/NotStated,,227800.0,,,,,,Limited  Liability Company(LLC),57811,First Financial Bank,CINCINNATI,OH,Male Owned,Non-Veteran,,229428.93,01/14/2021
9496977105,04/15/2020,358,PPP,EHS SUPPORT LLC,"4885 Mcknight Road, #188",Pittsburgh,PA,15237-3400,08/11/2021,Paid in Full,24,100,1734300.0,1734300.0,0.0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,N,N,Unanswered,Pittsburgh,ALLEGHENY,PA,15237-3400,PA-17,124.0,541620.0,Unanswered,Unknown/NotStated,,1734300.0,,,,,,Limited  Liability Company(LLC),44449,"PNC Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,,1669067.55,07/15/2021
8554968506,03/10/2021,515,PPS,AJ'S PAYROLL INC.,65859 Van Dyke Rd,Washington,MI,48095-2014,02/09/2022,Paid in Full,60,100,2000000.0,2000000.0,0.0,,35331,Honor Bank,2254 Henry St,HONOR,MI,49640-9407,U,N,N,Existing or more than 2 years old,Washington,MACOMB,MI,48095-2014,MI-10,293.0,722511.0,Unanswered,Unknown/NotStated,,2000000.0,,,,,,Corporation,35331,Honor Bank,HONOR,MI,Unanswered,Unanswered,,2017555.56,01/24/2022
5316568505,02/27/2021,202,PPS,BAKERIE NY LLC,252 Albany Ave,Brooklyn,NY,11213-1379,,Exemption 4,60,100,344615.0,344615.0,0.0,,29805,"TD Bank, National Association",2035 Limestone Rd,WILMINGTON,DE,19808-5529,U,Y,Y,Existing or more than 2 years old,Brooklyn,KINGS,NY,11213-1379,NY-09,12.0,311811.0,White,Not Hispanic or Latino,1.0,344609.0,,,,,,Limited  Liability Company(LLC),29805,"TD Bank, National Association",WILMINGTON,DE,Male Owned,Non-Veteran,,,
5860108304,01/26/2021,680,PPS,MONSTER SERVICES LLC,11510 N 1990 Rd,Elk City,OK,73644-2351,09/14/2021,Paid in Full,60,100,369282.0,369282.0,0.0,,58996,Great Plains National Bank,2017 W Third,ELK CITY,OK,73644-4305,R,Y,N,Existing or more than 2 years old,Elk City,BECKHAM,OK,73644-2351,OK-03,21.0,484230.0,Unanswered,Not Hispanic or Latino,1.0,369280.0,,,,,,Limited  Liability Company(LLC),58996,Great Plains National Bank,ELK CITY,OK,Male Owned,Non-Veteran,,371415.63,08/24/2021
2188468500,02/20/2021,455,PPS,APPLIED AQUATIC MANAGEMENT INC.,4305 Bomber Rd N/A,Bartow,FL,33830-9698,01/22/2022,Paid in Full,60,100,1565100.0,1565100.0,0.0,,117723,"SouthState Bank, National Association",1101 First St South,WINTER HAVEN,FL,33880-3908,U,Y,N,Existing or more than 2 years old,Bartow,POLK,FL,33830-9698,FL-09,109.0,561730.0,White,Not Hispanic or Latino,,1565099.0,,,,,,Subchapter S Corporation,117723,"SouthState Bank, National Association",WINTER HAVEN,FL,Male Owned,Non-Veteran,,1577359.95,12/07/2021
3882817202,04/27/2020,464,PPP,LOWER FLORENCE COUNTY HOSPITAL DISTRICT,258 N RON MCNAIR BLVD,LAKE CITY,SC,29560-2462,07/07/2021,Paid in Full,24,100,2233694.0,2233694.0,0.0,,66268,The Citizens Bank,124 E Main St,OLANTA,SC,29114,R,Y,Y,Unanswered,LAKE CITY,FLORENCE,SC,29560-2462,SC-06,310.0,622110.0,Unanswered,Unknown/NotStated,,2233694.0,,,,,,Non-Profit Organization,66268,The Citizens Bank,OLANTA,SC,Unanswered,Unanswered,Y,2258450.78,06/09/2021
5442117210,04/27/2020,914,PPP,"INDUSTRIAL FIELD SERVICES, INC.",900 W. 10th Street,Azusa,CA,91702,09/18/2021,Paid in Full,24,100,559937.0,559937.0,0.0,,5597,Hanmi Bank,"3660 Wilshire Blvd, PH-A",LOS ANGELES,CA,90010-2719,U,N,N,Existing or more than 2 years old,Azusa,LOS ANGELES,CA,91702-0001,CA-27,47.0,238190.0,Unanswered,Unknown/NotStated,,559937.0,,,,,,Subchapter S Corporation,5597,Hanmi Bank,LOS ANGELES,CA,Female Owned,Non-Veteran,,567070.44,08/20/2021
9390527003,04/09/2020,914,PPP,"GEOTECHNOLOGIES, INC.",439 WESTERN AVE,GLENDALE,CA,91201-2837,02/19/2022,Paid in Full,24,100,434360.0,434360.0,0.0,,188567,Loan Source Incorporated,353 East 83rd Street Suite 3H,NEW YORK,NY,10028,U,N,N,Existing or more than 2 years old,GLENDALE,LOS ANGELES,CA,91201-2837,CA-28,17.0,541330.0,Unanswered,Unknown/NotStated,,325770.0,,50000.0,,58590.0,,Corporation,90426,Pacific Premier Bank,IRVINE,CA,Unanswered,Unanswered,,439429.52,06/15/2021
7251327003,04/07/2020,988,PPP,"QUALITY TESTING, L.L.C.",175 S HAMILTON PL BLDG 6 STE 114,GILBERT,AZ,85233,01/12/2021,Paid in Full,24,100,800800.0,800800.0,0.0,,367927,Arizona Bank & Trust,2036 E Camelback Rd,PHOENIX,AZ,85016-4711,U,N,N,Existing or more than 2 years old,GILBERT,MARICOPA,AZ,85233-0001,AZ-05,59.0,541990.0,Unanswered,Unknown/NotStated,,800800.0,,,,,,Limited  Liability Company(LLC),367927,Arizona Bank & Trust,PHOENIX,AZ,Male Owned,Non-Veteran,,806131.35,12/10/2020
5777467005,04/06/2020,914,PPP,"STACKSOCIAL, INC.",21 MARKET ST,VENICE,CA,90291-3603,02/20/2021,Paid in Full,24,100,810600.0,810600.0,0.0,,4924,City National Bank,555 S Flower St,LOS ANGELES,CA,90071-2300,U,N,N,Existing or more than 2 years old,VENICE,LOS ANGELES,CA,90291-3603,CA-33,42.0,519130.0,White,Not Hispanic or Latino,5497.0,759125.0,,45978.0,,,,Corporation,4924,City National Bank,LOS ANGELES,CA,Male Owned,Non-Veteran,,816729.47,01/25/2021
2465997106,04/10/2020,508,PPP,CHUG INCORPORATED,7157 Shady Oak Road,EDEN PRAIRIE,MN,55344-3516,01/20/2021,Paid in Full,24,100,223700.0,223700.0,0.0,,25117,MidWestOne Bank,102 S Clinton St,IOWA CITY,IA,52240-4065,U,N,N,Existing or more than 2 years old,EDEN PRAIRIE,HENNEPIN,MN,55344-3516,MN-03,16.0,443142.0,Unanswered,Unknown/NotStated,13981.25,167775.0,13981.25,13981.25,,13981.25,,Corporation,25117,MidWestOne Bank,IOWA CITY,IA,Unanswered,Unanswered,,225185.12,12/09/2020
8289937205,04/28/2020,1013,PPP,ACADEMY FOR PRECISION LEARNING,5031 University Way NE,SEATTLE,WA,98105-4341,07/16/2021,Paid in Full,24,100,975552.0,975552.0,0.0,,444401,UniBank,19315 Hwy 99,LYNNWOOD,WA,98036-5251,U,Y,N,Existing or more than 2 years old,SEATTLE,KING,WA,98105-4341,WA-07,101.0,611110.0,Unanswered,Unknown/NotStated,,975552.0,,,,,,Professional Association,444401,UniBank,LYNNWOOD,WA,Female Owned,Non-Veteran,,986147.58,06/10/2021
7643317304,04/30/2020,671,PPP,JOHNNY DANG & CO,6224 RICHMOND AVE,HOUSTON,TX,77057,07/13/2021,Paid in Full,24,100,266201.0,266201.0,0.0,,12096,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,Y,Y,Existing or more than 2 years old,HOUSTON,HARRIS,TX,77057-0001,TX-07,40.0,448310.0,Unanswered,Unknown/NotStated,,266201.0,,,,,,Partnership,12096,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Male Owned,Non-Veteran,,269147.44,06/16/2021
7440587010,04/07/2020,988,PPP,"DYER BREGMAN & FERRIS, PLLC",3411 N 5TH AVE SUITE 300,PHOENIX,AZ,85013-3803,06/23/2021,Paid in Full,24,100,301492.0,301492.0,0.0,,59109,First Fidelity Bank,"5100 N Classen Blvd, Ste 500",OKLAHOMA CITY,OK,73118-5269,U,Y,N,Existing or more than 2 years old,PHOENIX,MARICOPA,AZ,85013-3803,AZ-07,27.0,541110.0,Unanswered,Unknown/NotStated,,301492.0,,,,,,Limited  Liability Company(LLC),59109,First Fidelity Bank,OKLAHOMA CITY,OK,Unanswered,Unanswered,,304682.79,05/04/2021
9133428308,01/30/2021,353,PPS,ALPHATEC P.C.,1525 18th St NW,Washington,DC,20036-1358,04/09/2022,Paid in Full,60,100,201700.0,201700.0,0.0,,124055,"Capital Bank, National Association",2275 Research Blvd Ste 600,ROCKVILLE,MD,20850-6238,U,N,N,Existing or more than 2 years old,Washington,DISTRICT OF COLUMBIA,DC,20036-1358,DC-,20.0,541330.0,Unanswered,Not Hispanic or Latino,1.0,201696.0,,,,,,Cooperative,124055,"Capital Bank, National Association",ROCKVILLE,MD,Female Owned,Non-Veteran,,203935.51,03/10/2022
3669077108,04/11/2020,883,PPP,"CONTRACT WEST ROOFING, INC.",6914 S 3000 E,SALT LAKE CITY,UT,84121-3420,08/19/2021,Paid in Full,24,100,150100.0,150100.0,0.0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,U,N,N,Existing or more than 2 years old,SALT LAKE CITY,SALT LAKE,UT,84121-3420,UT-03,19.0,238160.0,Unanswered,Not Hispanic or Latino,,150100.0,,,,,,Corporation,56102,KeyBank National Association,CLEVELAND,OH,Male Owned,Veteran,,152032.79,08/06/2021
9438667010,04/09/2020,515,PPP,"TRI-ENERGY SOLUTIONS, LLC",31829 8 MILE RD,LIVONIA,MI,48152-4216,05/19/2021,Paid in Full,24,100,217500.0,217500.0,0.0,,24037,First Merchants Bank,200 E Jackson St,MUNCIE,IN,47305-2835,U,N,N,Existing or more than 2 years old,LIVONIA,WAYNE,MI,48152-4216,MI-11,15.0,423690.0,White,Not Hispanic or Latino,,217500.0,,,,,,Corporation,24037,First Merchants Bank,MUNCIE,IN,Male Owned,Non-Veteran,,219567.74,03/31/2021
7125757209,04/28/2020,202,PPP,DBM MANAGEMENT CORP,7708 4TH AVE,BROOKLYN,NY,11209,07/21/2021,Paid in Full,24,100,172780.0,172780.0,0.0,,224478,Signature Bank,"565 5th Ave, 12th Fl",NEW YORK CITY,NY,10017-2496,U,N,N,Existing or more than 2 years old,BROOKLYN,KINGS,NY,11209-0001,NY-11,21.0,621210.0,Unanswered,Unknown/NotStated,,172780.0,,,,,,Corporation,224478,Signature Bank,NEW YORK CITY,NY,Unanswered,Unanswered,,174664.01,06/09/2021
5576988901,04/30/2021,1086,PPS,OREGON CHILDREN'S THEATRE COMPANY,1631 NE Broadway St # 620,Portland,OR,97232-1425,12/18/2021,Paid in Full,60,100,321790.0,321790.0,0.0,,53803,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,N,N,Existing or more than 2 years old,Portland,MULTNOMAH,OR,97232-1425,OR-03,20.0,711110.0,Unanswered,Unknown/NotStated,1.0,321788.0,,,,,,Corporation,53803,"U.S. Bank, National Association",CINCINNATI,OH,Unanswered,Unanswered,,323461.52,11/09/2021
5528978305,01/25/2021,920,PPS,ANAHEIM REFRIGERATION INC,3309 E Miraloma Ave Ste 101,Anaheim,CA,92806-1942,12/17/2021,Paid in Full,60,100,226707.0,226707.0,0.0,,456756,Cross River Bank,885 Teaneck Rd,TEANECK,NJ,07666-4546,U,Y,N,Existing or more than 2 years old,Anaheim,ORANGE,CA,92806-1942,CA-46,17.0,238220.0,Asian,Not Hispanic or Latino,1.0,226705.0,,,,,,Corporation,456756,Cross River Bank,TEANECK,NJ,Male Owned,Non-Veteran,,228402.64,11/10/2021
7927868303,01/28/2021,358,PPS,WINDSOR BEACH TECHNOLOGIES INC,7321 Klier Dr,Fairview,PA,16415-2465,02/17/2022,Paid in Full,60,100,239600.0,239600.0,0.0,,434162,"Citizens Bank, National Association",1 Citizens Plaza,PROVIDENCE,RI,02903-1344,U,N,N,Existing or more than 2 years old,Fairview,ERIE,PA,16415-2465,PA-16,25.0,332721.0,Unanswered,Hispanic or Latino,1.0,239597.0,,,,,,Subchapter S Corporation,434162,"Citizens Bank, National Association",PROVIDENCE,RI,Male Owned,Veteran,,241910.66,01/21/2022
1616327304,04/28/2020,508,PPP,"SPECTRUM FRUITS, INC",8670 MONTICELLO LN STE B,MAPLE GROVE,MN,55369-4535,07/17/2021,Paid in Full,24,100,178000.0,178000.0,0.0,,52771,Bell Bank,3100 13th Ave South,FARGO,ND,58103-3507,U,N,N,Unanswered,MAPLE GROVE,HENNEPIN,MN,55369-4535,MN-03,4.0,424480.0,Unanswered,Unknown/NotStated,,178000.0,,,,,,Corporation,52771,Bell Bank,FARGO,ND,Unanswered,Unanswered,,180081.61,07/06/2021
